Date,Variation,Valeur,Volume Devise Total,Cours Ajuste,Volume Ajuste Total,Cours Normal,Volume Normal Total,source
2026-01-13,4.08,237280,237280,3700,64,3700,64,Sicor_ci
2026-01-13,3.49,16154540,16154540,4295,3801,4295,3801,BOA_BF
2026-01-13,6.19,16625460,16625460,6350,2674,6350,2674,BOA_BENIN
2026-01-13,-4.17,26008535,26008535,1150,21045,1150,21045,DATA
2026-01-13,-4.17,26008535,26008535,1150,21045,1150,21045,NEI-CEDA
2026-01-13,0.09,1995100,1995100,5800,344,5800,344,SODE CI
2026-01-13,-0.76,6535795,6535795,7850,845,7850,845,DATA
2026-01-13,-0.14,82119605,82119605,29145,2966,29145,2966,DATA
2026-01-13,0.0,11632680,11632680,16500,729,16500,729,DATA
2026-01-13,0.09,1995100,1995100,5800,344,5800,344,DATA
2026-01-13,-0.37,37446465,37446465,25405,1470,25405,1470,Sonatel
2026-01-13,-0.14,82119605,82119605,29145,2966,29145,2966,SGB CI
2026-01-13,5.42,15661420,15661420,1265,13413,1265,13413,DATA
2026-01-13,0.37,2608025,2608025,19175,136,19175,136,BICC
2026-01-13,-0.84,6685760,6685760,7645,874,7645,874,DATA
2026-01-13,2.03,14777280,14777280,1510,9801,1510,9801,AGL
2026-01-13,1.55,32295205,32295205,20000,1632,20000,1632,Sitab_ci
2026-01-13,3.49,16154540,16154540,4295,3801,4295,3801,DATA
2026-01-13,1.21,1105655,1105655,1670,660,1670,660,DATA
2026-01-13,0.0,2292910,2292910,2705,847,2705,847,DATA
2026-01-13,2.15,2930320,2930320,1425,2083,1425,2083,Uniwax
2026-01-13,0.0,14763855,14763855,7185,2063,7185,2063,DATA
2026-01-13,0.92,8412400,8412400,11000,765,11000,765,DATA
2026-01-13,-0.84,6685760,6685760,7645,874,7645,874,SOGB
2026-01-13,-0.73,22276300,22276300,4060,5382,4060,5382,DATA
2026-01-13,0.2,2847670,2847670,4950,578,4950,578,DATA
2026-01-13,4.08,237280,237280,3700,64,3700,64,DATA
2026-01-13,2.47,39213075,39213075,5400,7437,5400,7437,DATA
2026-01-13,5.42,15661420,15661420,1265,13413,1265,13413,Setao
2026-01-13,-0.19,1563945,1563945,2620,600,2620,600,DATA
2026-01-13,1.87,9690190,9690190,10900,906,10900,906,DATA
2026-01-13,1.87,9690190,9690190,10900,906,10900,906,Nestle
2026-01-13,-3.08,144366775,144366775,1100,122930,1100,122930,SEMC
2026-01-13,-1.99,20793655,20793655,28865,742,28865,742,Solibra
2026-01-13,-0.51,12458980,12458980,5815,2129,5815,2129,DATA
2026-01-13,1.55,32295205,32295205,20000,1632,20000,1632,DATA
2026-01-13,0.4,17319535,17319535,2500,6935,2500,6935,DATA
2026-01-13,1.06,8355730,8355730,9500,883,9500,883,DATA
2026-01-13,0.0,2292910,2292910,2705,847,2705,847,Servair
2026-01-13,0.2,2847670,2847670,4950,578,4950,578,BICB
2026-01-13,-1.43,1279435,1279435,2415,526,2415,526,Onatel bf
2026-01-13,-0.76,3228265,3228265,2600,1236,2600,1236,DATA
2026-01-13,4.55,3992051,3992051,23,180741,23,180741,DATA
2026-01-13,-0.37,1039540,1039540,1340,773,1340,773,DATA
2026-01-13,0.37,2608025,2608025,19175,136,19175,136,DATA
2026-01-13,0.07,9173905,9173905,7325,1254,7325,1254,Saph
2026-01-13,0.18,22839525,22839525,14025,1636,14025,1636,DATA
2026-01-13,-0.37,37446465,37446465,25405,1470,25405,1470,DATA
2026-01-13,0.0,1934260,1934260,4095,497,4095,497,DATA
2026-01-13,0.07,9173905,9173905,7325,1254,7325,1254,DATA
2026-01-13,-0.33,4119630,4119630,1520,2706,1520,2706,Vivo energy
2026-01-13,-0.76,9698075,9698075,2600,3726,2600,3726,ORAGROUP_TOGO
2026-01-13,-0.19,1563945,1563945,2620,600,2620,600,Sicable
2026-01-13,2.91,4181680,4181680,1060,3963,1060,3963,DATA
2026-01-13,2.91,4181680,4181680,1060,3963,1060,3963,Sucrivoire
2026-01-13,-0.36,208060,208060,1385,153,1385,153,Bernabe
2026-01-13,1.17,4066895,4066895,2155,1888,2155,1888,DATA
2026-01-13,1.06,8355730,8355730,9500,883,9500,883,SMBC
2026-01-13,-3.08,144366775,144366775,1100,122930,1100,122930,DATA
2026-01-13,-2.7,8001790,8001790,2305,3395,3260,2401,DATA
2026-01-13,-1.99,20793655,20793655,28865,742,28865,742,DATA
2026-01-13,-0.04,22935685,22935685,11445,2022,11445,2022,NSIA
2026-01-13,-0.51,12458980,12458980,5815,2129,5815,2129,SIBC
2026-01-13,6.19,16625460,16625460,6350,2674,6350,2674,DATA
2026-01-14,3.73,4701985,4701985,1390,3501,1390,3501,Cfao
2026-01-14,0.47,2289000,2289000,9545,240,9545,240,SMBC
2026-01-14,-2.44,1044865,1044865,3995,263,3995,263,DATA
2026-01-14,0.64,19273365,19273365,7900,2447,7900,2447,Palm ci
2026-01-14,-4.35,2236190,2236190,22,99777,22,99777,ETIT
2026-01-14,2.0,9582245,9582245,2550,3756,2550,3756,DATA
2026-01-14,0.6,7840115,7840115,5850,1341,5850,1341,DATA
2026-01-14,0.0,4647365,4647365,1510,3092,1510,3092,AGL
2026-01-14,5.5,742255220,742255220,11500,64592,11500,64592,DATA
2026-01-14,-1.92,11660100,11660100,2550,4537,2550,4537,DATA
2026-01-14,2.67,3804200,3804200,2690,1419,2690,1419,DATA
2026-01-14,1.64,5659240,5659240,1545,3705,1545,3705,Vivo energy
2026-01-14,2.17,9042800,9042800,1175,7485,1175,7485,DATA
2026-01-14,-0.07,7715445,7715445,7180,1077,7180,1077,BOA_CI
